operator_id,operator,legal_name,year,period,period_end,grain,metric_key,metric_zh,value,official_value,unit,comparator,scope,basis,verification_status,verification_count,primary_source_id,primary_source_url,verification_sources,reviewed_source_count,reviewed_source_ids,reviewed_source_urls,audit_outcome,gap_reason_code,gap_reason,quality_note
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,2.5,2.5,million_homes,>,households covered by upgraded fibre network,year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,growth_only_no_absolute_value,已复核HKT FY2024年报、业绩公告及演示；仅见数据用量或流量增长描述，没有月戶均移動數據流量DOU的年度绝对值，不能从增长率反推。,已复核HKT FY2024年报、业绩公告及演示；仅见数据用量或流量增长描述，没有月戶均移動數據流量DOU的年度绝对值，不能从增长率反推。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_churn,移動後付月流失率,0.7,0.7,percent,=,monthly post-paid churn,monthly_rate,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_customers,移動後付客戶,3.459,3.459,million_customers,=,Hong Kong post-paid mobile customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_exit_arpu,移動後付期末ARPU,193,193,HKD_per_user_month,=,Hong Kong post-paid exit ARPU,exit_month,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_net_ampu,移動後付淨AMPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付淨AMPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付淨AMPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_postpaid_net_arpu,移動後付淨ARPU,,,HKD_per_user_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付淨ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；移動後付淨ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mobile_prepaid_customers,移動預付客戶,1.346,1.346,million_customers,=,Hong Kong prepaid mobile customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,mtr_stations_5g_enhanced,5G增強地鐵站,,,stations,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,initiative_specific_count_not_disclosed,已复核HKT FY2024官方材料；可能披露港铁线路或整体覆盖，但没有同口径的5G增强车站数量，线路数不替代车站数。,已复核HKT FY2024官方材料；可能披露港铁线路或整体覆盖，但没有同口径的5G增强车站数量，线路数不替代车站数。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,pay_tv_customers,收費電視客戶,1.433,1.433,million_customers,=,Now TV installed base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,residential_2gbps_plus_customers,住宅2Gbps以上客戶,,,customers,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,residential_arph,住宅業務ARPH,,,HKD_per_household_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅業務ARPH没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅業務ARPH没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,residential_arpu,住宅業務ARPU,,,HKD_per_month,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅業務ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2024官方年报、业绩公告及业绩演示；住宅業務ARPU没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,telephony_customers,固網電話客戶,2.114,2.114,million_customers,=,"exchange lines in service, business plus residential",year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,Exchange lines are the issuer's reusable fixed-telephony customer proxy; they are not unique persons.
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",source_gap_confirmed,increment_only_no_total_value,已复核HKT FY2024官方材料；只见站点增建、覆盖或相对扩展描述，没有移動基站總數的年末总量，不能把增量或cell site冒充基站总数。,已复核HKT FY2024官方材料；只见站点增建、覆盖或相对扩展描述，没有移動基站總數的年末总量，不能把增量或cell site冒充基站总数。
hkt,HKT,HKT Trust and HKT Limited,2024,FY2024,2024-12-31,annual,total_customers,總客戶數,4.805,4.805,million_customers,=,"Hong Kong mobile subscribers, post-paid plus prepaid",year_end,official_three_distinct_sources_verified,3,hkt_ar_2024,https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]",3,"[""hkt_ar_2024"", ""hkt_results_2024"", ""hkt_presentation_2024""]","[""https://www.hkt.com/api-service/assets/e01-2024%20Annual%20Report.pdf"", ""https://www.hkt.com/api-service/assets/e01-2025.02.20%20(2024%20Annual%20Results%20Announcement).pdf"", ""https://www.hkt.com/api-service/assets/hkt-2024-annual-results-presentation.pdf""]",value_verified,,,"This is HKT's total mobile subscriber base, not a sum of fixed-line, broadband and media accounts."
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_base_station_expansion,5G基站擴展幅度,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,metric_definition_not_comparable,该指标采用3HK相对2020年第三季度的专属累计扩展基线；HKT没有披露同一基线的年度百分比，不能横向套用。,该指标采用3HK相对2020年第三季度的专属累计扩展基线；HKT没有披露同一基线的年度百分比，不能横向套用。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,increment_only_no_total_value,已复核HKT FY2025官方材料；只见站点增建、覆盖或相对扩展描述，没有5G基站數的年末总量，不能把增量或cell site冒充基站总数。,已复核HKT FY2025官方材料；只见站点增建、覆盖或相对扩展描述，没有5G基站數的年末总量，不能把增量或cell site冒充基站总数。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_customers,5G客戶,2.096,2.096,million_customers,>=,post-paid 5G customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2025,https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]",3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",value_verified,,,2023 was disclosed as approaching 1.4 million; comparator preserves the rounded wording.
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_home_broadband_ebitda_growth,5G家庭寬頻EBITDA增長,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G家庭寬頻EBITDA增長没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G家庭寬頻EBITDA增長没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_home_broadband_revenue_growth,5G家庭寬頻收入增長,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G家庭寬頻收入增長没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G家庭寬頻收入增長没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_penetration,5G滲透率,60,60,percent,=,5G penetration within post-paid customer base,year_end,official_three_distinct_sources_verified,3,hkt_ar_2025,https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]",3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",value_verified,,,
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,5g_population_coverage,5G人口覆蓋率,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G人口覆蓋率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；5G人口覆蓋率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,growth_only_no_absolute_value,已复核HKT FY2025年报、业绩公告及演示；仅见数据用量或流量增长描述，没有年度移動數據流量的年度绝对值，不能从增长率反推。,已复核HKT FY2025年报、业绩公告及演示；仅见数据用量或流量增长描述，没有年度移動數據流量的年度绝对值，不能从增长率反推。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,commercial_buildings_covered,商業樓宇覆蓋,,,buildings,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；商業樓宇覆蓋没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；商業樓宇覆蓋没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,1.488,1.488,million_customers,=,retail consumer broadband access lines,year_end,official_three_distinct_sources_verified,3,hkt_ar_2025,https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]",3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",value_verified,,,FY2021 was corrected from 1.637m total broadband access lines to the directly comparable 1.461m retail consumer line count.
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,enterprise_2gbps_plus_customers,企業2Gbps以上客戶,,,customers,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；企業2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；企業2Gbps以上客戶没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,enterprise_core_churn,企業核心業務月流失率,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；企業核心業務月流失率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；企業核心業務月流失率没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,free_tv_population_coverage,免費電視人口/家庭覆蓋率,,,percent,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_applicable_business_scope,HKT披露的是收费电视安装基数，不是免费电视人口或家庭覆盖率；两个口径不互换。,HKT披露的是收费电视安装基数，不是免费电视人口或家庭覆盖率；两个口径不互换。
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,ftth_connections,FTTH連接,1.086,1.086,million_connections,=,consumer FTTH access lines/connections,year_end,official_three_distinct_sources_verified,3,hkt_ar_2025,https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]",3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",value_verified,,,FY2017 698k is directly disclosed in the official results presentation; FY2023 is reported as 1.01m and over one million.
hkt,HKT,HKT Trust and HKT Limited,2025,FY2025,2025-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,"reviewed official annual report, results announcement and presentation",year_end,source_gap_confirmed,0,,,[],3,"[""hkt_ar_2025"", ""hkt_results_2025"", ""hkt_presentation_2025""]","[""https://www.hkt.com/api-service/assets/e-2025_Annual_Report.pdf"", ""https://www.hkt.com/api-service/assets/e-2026.02.09_(2025_Annual_Results_Announcement).pdf"", ""https://www.hkt.com/api-service/assets/c01-2025_Annual_Results.pdf""]",source_gap_confirmed,not_numerically_disclosed,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；寬頻網絡覆蓋/接入家庭没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。,已逐项复核HKT FY2025官方年报、业绩公告及业绩演示；寬頻網絡覆蓋/接入家庭没有直接可复用的年度数值，定性表述、不同口径或无基数增长未转换为数值。
