record_key,captured_at_hkt,period_label,brand,product_category,service_generation,customer_segment,plan_family,plan_name,monthly_fee_hkd,average_monthly_fee_hkd,local_data_gb,roaming_data_gb,broadband_speed_mbps,post_fup_speed_mbps,contract_months,local_voice,add_on_charges_hkd,tariff_type,source_status,verification_count,verification_status,source_id,source_url,archive_url,http_status,content_hash,evidence_excerpt
9856943403069740,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$348 2.5GB,348,,2.5,,,,,3000 minutes,0,monthly_plan_fee,parsed_public_official_pdf,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401.pdf,,200,1bf91cb2022dd1ef73acd8d8c5be6f06ecdade3c,"act subscription of a designated SIM Only SuperCare Smartphone Plan (6GB) or SIM Only SuperCare Family Plan is required 4.5G SuperCare Smartphone Plans (AQUOS S2 High End Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $388 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment: $3,980) $348 2.5 GB 3,000 FREE (Prepayment: $3,980) $258 1 GB 2,500 $980 (Prepayment: $3,000) (AQUOS S2 Standard Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $348 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment $2,980) $308 2.5 GB 3,000 FREE (Prepayment "
03ec0ccd4b507f17,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$258 1GB,258,,1,,,,,2500 minutes,980,monthly_plan_fee,parsed_public_official_pdf,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401.pdf,,200,1bf91cb2022dd1ef73acd8d8c5be6f06ecdade3c,"act subscription of a designated SIM Only SuperCare Smartphone Plan (6GB) or SIM Only SuperCare Family Plan is required 4.5G SuperCare Smartphone Plans (AQUOS S2 High End Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $388 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment: $3,980) $348 2.5 GB 3,000 FREE (Prepayment: $3,980) $258 1 GB 2,500 $980 (Prepayment: $3,000) (AQUOS S2 Standard Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $348 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment $2,980) $308 2.5 GB 3,000 FREE (Prepayment "
6cc9767db7f68256,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$308 2.5GB,308,,2.5,,,,,3000 minutes,0,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401.pdf,,200,1bf91cb2022dd1ef73acd8d8c5be6f06ecdade3c,"act subscription of a designated SIM Only SuperCare Smartphone Plan (6GB) or SIM Only SuperCare Family Plan is required 4.5G SuperCare Smartphone Plans (AQUOS S2 High End Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $388 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment: $3,980) $348 2.5 GB 3,000 FREE (Prepayment: $3,980) $258 1 GB 2,500 $980 (Prepayment: $3,000) (AQUOS S2 Standard Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $348 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment $2,980) $308 2.5 GB 3,000 FREE (Prepayment "
e1cedbcfde132f1c,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$218 1GB,218,,1,,,,,2500 minutes,580,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401.pdf,,200,1bf91cb2022dd1ef73acd8d8c5be6f06ecdade3c,"act subscription of a designated SIM Only SuperCare Smartphone Plan (6GB) or SIM Only SuperCare Family Plan is required 4.5G SuperCare Smartphone Plans (AQUOS S2 High End Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $388 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment: $3,980) $348 2.5 GB 3,000 FREE (Prepayment: $3,980) $258 1 GB 2,500 $980 (Prepayment: $3,000) (AQUOS S2 Standard Edition) Monthly Fee Local Data Voice Mins (Basic) Smartphone Price $348 6 GB with FREE Data As Much As You Need 4,000 FREE (Prepayment $2,980) $308 2.5 GB 3,000 FREE (Prepayment "
d91ebb5d38d965f9,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$388 6GB,388,,6,,,,,4000 minutes,0,monthly_plan_fee,parsed_public_official_pdf,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401_chi.pdf,,200,d98793e0fc638e5b1f1a09b27bb8b898fb7a3a6e,"ARP 手機 ， 到SmarTone 門市並選用指定服務月費計劃#，即可以半價購買 SHARP AQUOS S2 一部(原價為港幣 $4,380 – 高配版 及 港幣$3,380 – 標配版)。此外 ，客戶亦可選用指定的 SmarTone 4.5G 超貼心智能手機計劃，以 $0 機價購買手機及月費 $388 享任用數據無限速。 有關 SHARP AQUOS S2 資料及月費計劃 ，可瀏覽 smartone.com/SHARP_AQUOS_S2。 *除 SHARP 網上商店有售外，SmarTone 為香港唯一銷售商 ^隕石黑高配版獨有 #客戶須選用指定帶機上台超貼心智能手機計劃 (6GB) 或帶機上台超貼心全家享計劃 4.5G 超貼心智能手機計劃 (AQUOS S2 高配版) 月費 本地數據用量 基本通話分鐘 上台機價 $388 6 GB 再送任用數據無限速 4,000 免費 (預繳$3,980) $348 2.5 GB 3,000 免費 (預繳$3,980) $258 1 GB 2,500 $980 (預繳$3,000) (AQUOS S2 標配版) 月費 本地數據用量 基本通話分鐘 上台機價 $348 6 GB 再送任用數據無限速 4,000 免費 (預繳$2,980) $308 2.5 GB 3,000 免費 (預繳$2,980) $258 1 GB 2,500 免費 (預繳$"
2d80ae86f128551e,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$348 2.5GB,348,,2.5,,,,,3000 minutes,0,monthly_plan_fee,parsed_public_official_pdf,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401_chi.pdf,,200,d98793e0fc638e5b1f1a09b27bb8b898fb7a3a6e,"ARP 手機 ， 到SmarTone 門市並選用指定服務月費計劃#，即可以半價購買 SHARP AQUOS S2 一部(原價為港幣 $4,380 – 高配版 及 港幣$3,380 – 標配版)。此外 ，客戶亦可選用指定的 SmarTone 4.5G 超貼心智能手機計劃，以 $0 機價購買手機及月費 $388 享任用數據無限速。 有關 SHARP AQUOS S2 資料及月費計劃 ，可瀏覽 smartone.com/SHARP_AQUOS_S2。 *除 SHARP 網上商店有售外，SmarTone 為香港唯一銷售商 ^隕石黑高配版獨有 #客戶須選用指定帶機上台超貼心智能手機計劃 (6GB) 或帶機上台超貼心全家享計劃 4.5G 超貼心智能手機計劃 (AQUOS S2 高配版) 月費 本地數據用量 基本通話分鐘 上台機價 $388 6 GB 再送任用數據無限速 4,000 免費 (預繳$3,980) $348 2.5 GB 3,000 免費 (預繳$3,980) $258 1 GB 2,500 $980 (預繳$3,000) (AQUOS S2 標配版) 月費 本地數據用量 基本通話分鐘 上台機價 $348 6 GB 再送任用數據無限速 4,000 免費 (預繳$2,980) $308 2.5 GB 3,000 免費 (預繳$2,980) $258 1 GB 2,500 免費 (預繳$"
e853b3ab15a52ebf,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$258 1GB,258,,1,,,,,2500 minutes,980,monthly_plan_fee,parsed_public_official_pdf,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401_chi.pdf,,200,d98793e0fc638e5b1f1a09b27bb8b898fb7a3a6e,"ARP 手機 ， 到SmarTone 門市並選用指定服務月費計劃#，即可以半價購買 SHARP AQUOS S2 一部(原價為港幣 $4,380 – 高配版 及 港幣$3,380 – 標配版)。此外 ，客戶亦可選用指定的 SmarTone 4.5G 超貼心智能手機計劃，以 $0 機價購買手機及月費 $388 享任用數據無限速。 有關 SHARP AQUOS S2 資料及月費計劃 ，可瀏覽 smartone.com/SHARP_AQUOS_S2。 *除 SHARP 網上商店有售外，SmarTone 為香港唯一銷售商 ^隕石黑高配版獨有 #客戶須選用指定帶機上台超貼心智能手機計劃 (6GB) 或帶機上台超貼心全家享計劃 4.5G 超貼心智能手機計劃 (AQUOS S2 高配版) 月費 本地數據用量 基本通話分鐘 上台機價 $388 6 GB 再送任用數據無限速 4,000 免費 (預繳$3,980) $348 2.5 GB 3,000 免費 (預繳$3,980) $258 1 GB 2,500 $980 (預繳$3,000) (AQUOS S2 標配版) 月費 本地數據用量 基本通話分鐘 上台機價 $348 6 GB 再送任用數據無限速 4,000 免費 (預繳$2,980) $308 2.5 GB 3,000 免費 (預繳$2,980) $258 1 GB 2,500 免費 (預繳$"
daf7209237f88b4f,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$308 2.5GB,308,,2.5,,,,,3000 minutes,0,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401_chi.pdf,,200,d98793e0fc638e5b1f1a09b27bb8b898fb7a3a6e,"ARP 手機 ， 到SmarTone 門市並選用指定服務月費計劃#，即可以半價購買 SHARP AQUOS S2 一部(原價為港幣 $4,380 – 高配版 及 港幣$3,380 – 標配版)。此外 ，客戶亦可選用指定的 SmarTone 4.5G 超貼心智能手機計劃，以 $0 機價購買手機及月費 $388 享任用數據無限速。 有關 SHARP AQUOS S2 資料及月費計劃 ，可瀏覽 smartone.com/SHARP_AQUOS_S2。 *除 SHARP 網上商店有售外，SmarTone 為香港唯一銷售商 ^隕石黑高配版獨有 #客戶須選用指定帶機上台超貼心智能手機計劃 (6GB) 或帶機上台超貼心全家享計劃 4.5G 超貼心智能手機計劃 (AQUOS S2 高配版) 月費 本地數據用量 基本通話分鐘 上台機價 $388 6 GB 再送任用數據無限速 4,000 免費 (預繳$3,980) $348 2.5 GB 3,000 免費 (預繳$3,980) $258 1 GB 2,500 $980 (預繳$3,000) (AQUOS S2 標配版) 月費 本地數據用量 基本通話分鐘 上台機價 $348 6 GB 再送任用數據無限速 4,000 免費 (預繳$2,980) $308 2.5 GB 3,000 免費 (預繳$2,980) $258 1 GB 2,500 免費 (預繳$"
c09fb9eac63fc6a6,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$218 1GB,218,,1,,,,,2500 minutes,580,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_supercare_2017_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2017/11/2017_11_23_401_chi.pdf,,200,d98793e0fc638e5b1f1a09b27bb8b898fb7a3a6e,"ARP 手機 ， 到SmarTone 門市並選用指定服務月費計劃#，即可以半價購買 SHARP AQUOS S2 一部(原價為港幣 $4,380 – 高配版 及 港幣$3,380 – 標配版)。此外 ，客戶亦可選用指定的 SmarTone 4.5G 超貼心智能手機計劃，以 $0 機價購買手機及月費 $388 享任用數據無限速。 有關 SHARP AQUOS S2 資料及月費計劃 ，可瀏覽 smartone.com/SHARP_AQUOS_S2。 *除 SHARP 網上商店有售外，SmarTone 為香港唯一銷售商 ^隕石黑高配版獨有 #客戶須選用指定帶機上台超貼心智能手機計劃 (6GB) 或帶機上台超貼心全家享計劃 4.5G 超貼心智能手機計劃 (AQUOS S2 高配版) 月費 本地數據用量 基本通話分鐘 上台機價 $388 6 GB 再送任用數據無限速 4,000 免費 (預繳$3,980) $348 2.5 GB 3,000 免費 (預繳$3,980) $258 1 GB 2,500 $980 (預繳$3,000) (AQUOS S2 標配版) 月費 本地數據用量 基本通話分鐘 上台機價 $348 6 GB 再送任用數據無限速 4,000 免費 (預繳$2,980) $308 2.5 GB 3,000 免費 (預繳$2,980) $258 1 GB 2,500 免費 (預繳$"
774bea31a88f117b,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$388 6GB,388,,6,,,,24,4000 minutes,0,monthly_plan_fee,public_media_report_needs_review,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_2017_pcm_report,https://www.pcmarket.com.hk/%E6%8B%8E%E8%88%8Asharp%E6%89%8B%E6%A9%9F%E5%8F%AF%E4%B8%8A%E5%8F%B0%E5%8D%8A%E5%83%B9%E8%B2%B7aquos-s2/,,200,dd9a97c57d2d14522ed1b2f385aa691721a167c3,"Smartone 獨家發售的舊 Sharp 手機，去門市選用 6GB 或全家享計劃的話，就可以半價購買 AQUOS S2。 拎住舊有 SmarTone 的 Sharp ，選用指定計畫可以半價出機。 AQUOS S2 高配版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,000mins $0（預繳 $3,980） $258 1GB 2,500mins $980（預繳 $3,000） AQUOS S2 標準版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,00"
f849819c3dfd06f3,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$348 2.5GB,348,,2.5,,,,24,3000 minutes,0,monthly_plan_fee,public_media_report_needs_review,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_2017_pcm_report,https://www.pcmarket.com.hk/%E6%8B%8E%E8%88%8Asharp%E6%89%8B%E6%A9%9F%E5%8F%AF%E4%B8%8A%E5%8F%B0%E5%8D%8A%E5%83%B9%E8%B2%B7aquos-s2/,,200,dd9a97c57d2d14522ed1b2f385aa691721a167c3,"Smartone 獨家發售的舊 Sharp 手機，去門市選用 6GB 或全家享計劃的話，就可以半價購買 AQUOS S2。 拎住舊有 SmarTone 的 Sharp ，選用指定計畫可以半價出機。 AQUOS S2 高配版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,000mins $0（預繳 $3,980） $258 1GB 2,500mins $980（預繳 $3,000） AQUOS S2 標準版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,00"
31ef2c086d844e02,2026-07-13T08:54:16+08:00,2017,SmarTone,mobile_consumer_4g,4G,个人客户,SmarTone 5G,SmarTone SHARP AQUOS S2 SuperCare Smartphone Plan HK$258 1GB,258,,1,,,,24,2500 minutes,980,monthly_plan_fee,public_media_report_needs_review,3,multi_source_or_multi_snapshot_verified,smartone_aquos_s2_2017_pcm_report,https://www.pcmarket.com.hk/%E6%8B%8E%E8%88%8Asharp%E6%89%8B%E6%A9%9F%E5%8F%AF%E4%B8%8A%E5%8F%B0%E5%8D%8A%E5%83%B9%E8%B2%B7aquos-s2/,,200,dd9a97c57d2d14522ed1b2f385aa691721a167c3,"Smartone 獨家發售的舊 Sharp 手機，去門市選用 6GB 或全家享計劃的話，就可以半價購買 AQUOS S2。 拎住舊有 SmarTone 的 Sharp ，選用指定計畫可以半價出機。 AQUOS S2 高配版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,000mins $0（預繳 $3,980） $258 1GB 2,500mins $980（預繳 $3,000） AQUOS S2 標準版出機計劃 * 月費 本地數據量 基本通話分鐘 上台機價 $388 6GB（送任用數據無限速） 4,000mins $0（預繳 $3,980） $348 2.5GB 3,00"
f118682d248a7293,2026-07-13T08:54:16+08:00,2018,SmarTone,mobile_value_added_service,,个人客户,SmarTone 5G,SmarTone Kono Magazine Service Standard Plan HK$38,38,,,,,,,,,monthly_value_added_service_fee,web_indexed_official_pdf_excerpt,2,multi_source_or_multi_snapshot_verified,smartone_kono_magazine_2018_pdf,https://www.smartone.com/other/english/en_V123_e.pdf,,200,f042e69e74080c08548b094b2e6fbec425aa01d5,"st at SmarTone stores/hotline/website. Updated on 16/07/2018. 2.3 Service Plan. Service Plan Monthly Service Fee Contract Term Liquidated damages. Standard Plan (First month free) $38 Not applicable Not applicable. 24-Month Contract Plan (First 4 months free during contract period) $36 24 months $36 x remaining months of the Term. The fee of the Service Plan is charged on a monthly basis, monthly fee is calculated in Hong Kong Dollars."
48b2be4a6dd23e1c,2026-07-13T08:54:16+08:00,2018,SmarTone,mobile_value_added_service,,个人客户,SmarTone 5G,SmarTone Kono Magazine Service 24-Month Contract Plan HK$36,36,,,,,,24,,,monthly_value_added_service_fee,web_indexed_official_pdf_excerpt,2,multi_source_or_multi_snapshot_verified,smartone_kono_magazine_2018_pdf,https://www.smartone.com/other/english/en_V123_e.pdf,,200,f042e69e74080c08548b094b2e6fbec425aa01d5,"st at SmarTone stores/hotline/website. Updated on 16/07/2018. 2.3 Service Plan. Service Plan Monthly Service Fee Contract Term Liquidated damages. Standard Plan (First month free) $38 Not applicable Not applicable. 24-Month Contract Plan (First 4 months free during contract period) $36 24 months $36 x remaining months of the Term. The fee of the Service Plan is charged on a monthly basis, monthly fee is calculated in Hong Kong Dollars."
a337a58c5f68655f,2026-07-13T08:54:16+08:00,2019,SmarTone,mobile_value_added_service,,个人客户,SmarTone 5G,SmarTone Kono Magazine Service Standard Plan HK$38,38,,,,,,,,,monthly_value_added_service_fee,web_indexed_official_pdf_excerpt,2,multi_source_or_multi_snapshot_verified,smartone_kono_magazine_2019_pdf,https://www.smartone.com/other/english/tc_V123_e.pdf,,200,afa866b024b6dcdf7e28872b5429806127c248f9,"st at SmarTone stores/hotline/website. Updated on 30/10/2019. 2.3 Service Plan. Service Plan Monthly Service Fee Contract Term Liquidated damages. Standard Plan (First month free) $38 Not applicable Not applicable. 24-Month Contract Plan (First 4 months free during contract period) $36 24 months $36 x remaining months of the Term. The fee of the Service Plan is charged on a monthly basis, monthly fee is calculated in Hong Kong Dollars."
4f0bbb70a715db17,2026-07-13T08:54:16+08:00,2019,SmarTone,mobile_value_added_service,,个人客户,SmarTone 5G,SmarTone Kono Magazine Service 24-Month Contract Plan HK$36,36,,,,,,24,,,monthly_value_added_service_fee,web_indexed_official_pdf_excerpt,2,multi_source_or_multi_snapshot_verified,smartone_kono_magazine_2019_pdf,https://www.smartone.com/other/english/tc_V123_e.pdf,,200,afa866b024b6dcdf7e28872b5429806127c248f9,"st at SmarTone stores/hotline/website. Updated on 30/10/2019. 2.3 Service Plan. Service Plan Monthly Service Fee Contract Term Liquidated damages. Standard Plan (First month free) $38 Not applicable Not applicable. 24-Month Contract Plan (First 4 months free during contract period) $36 24 months $36 x remaining months of the Term. The fee of the Service Plan is charged on a monthly basis, monthly fee is calculated in Hong Kong Dollars."
2db49735f6b1d637,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G Monthly Plan HK$398 80GB,398,,80,2,,,24,,,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"mpetitive and flexible 5G monthly plan which allows customers to choose top-up options according to their usage needs . For HK$398/month, customers can enjoy a total of 80GB 5G local data, 2GB Greater Bay Area (“GBA”) roaming data with a China mobile number, and get additional SIM cards if needed . For hig"
fa772d4648d0f1cb,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G Monthly Plan HK$398 100GB promotional entitlement,398,,100,2,,,24,,,monthly_plan_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"HK$298 per month^ for four months and HK$398 per month for the remaining contract term, customers can enjoy a total of 100GB* 5G local data, 2GB GBA roaming data with a China mobile number and up to a HK$2,100 smartphone discount on the Samsung Galaxy S20 series. SmarTone 5G brings a rich array of innovative applications with an enhanced experience for video conferencing, AR/VR, gaming and entertainment. • Seamless Video Conferencing o Smooth and stable 5G video conferencing for mobile office, face -to-face social networking, as well as e-learning for students. o Customers in 5G monthly plan can enjoy the “Talk Freely Pack” with FREE unlimite"
bd859a0932c31bcc,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G limited-time monthly offer HK$298 100GB,298,,100,,,,24,,"Up to HK$2,100 smartphone discount mentioned; not treated as monthly fee",monthly_plan_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"an extra 20GB 5G local data per month covering out their contract. To celebrate its 5G launch, SmarTone has launched a limited-time offer for customers who purchase the latest Samsung Galaxy S20 series 5G smartphone. For just HK$298 per month^ for four months and HK$398 per month for the remaining contract term, customers can enjoy a total of 100GB* 5G local data, 2GB GBA roaming data with a China mobile number and up to a HK$2,100 smartphone discount on the Samsung Galaxy S20 ser"
1756e9943fe1c332,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G unlimited local data top-up HK$80,80,,unlimited,,,5,24,,,monthly_data_addon_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"umber, and get additional SIM cards if needed . For high usage customers, they can also upgrade to unlimited 5G data at HK$80 at a speed of 5Mbps on a monthly basis. With “Smart Data Bank” service, customers can carry forward u n-used mobile data to maximise use. C"
22d747ba571360e8,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G local data top-up HK$50 10GB,50,,10,,,,24,,,monthly_data_addon_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"nland China (Mainland China and Macau) Mobile Number 5G Local Data Top-up (Monthly Flexi Add-on) $80/month Unlimited Or $50/10GB (Speed up to 5Mbps) SmarT Data Bank (Data use maximised, carry forward unused data) Local Data + Greater Bay Area Data"
fbcc14b451b149dc,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G add-on SIM HK$120 50GB,120,,50,,,,24,,,monthly_addon_sim_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431.pdf,,200,05462ea63d8bbb309c9fcb8ed841bb67b01ab38c,"Unlimited Add-on SIM Cards (Local, roaming data and Local voice mins shared with Main and Add-on SSIM cards) 1st SIM︰ +$120/month 2nd – 4th SIM： +$120/month (Extra 50GB/month 5G Shared Local Data per SIM) Contract Term 24 months Terms & Conditions: ^From now to 31 st August 2020, Custome"
7db8c67be511f0ef,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G Monthly Plan HK$398 80GB,398,,80,2,,,24,,,monthly_plan_fee,parsed_public_official_pdf,2,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431_chi.pdf,,200,41a140c2760b5a12974fc737da41a8e764f35ed3,。 我 們 深 信 ， 憑 藉 SmarTone 至廣的 5G 網絡覆蓋及具競爭力的月費計劃，客戶將能享受到由 SmarTone 帶來的最佳 5G 體驗。」 SmarTone 5G 月費計劃具競爭力且非常靈活，客戶可根據其用量需要選擇升級。每月 港幣 398 元，可享 80GB 本地數據、2GB 大灣區漫遊數據及內地手機號碼，另可按需 要隨時申請額外附屬 SIM 咭。高用量客戶亦可選擇逐月以每月港幣 80 元升級無限 5G 數據，速度為 5Mbps。「數據智滾存」服務讓客戶將每月用剩的數據累積滾存，可滾 存高達 500GB
8a22da28743fdfbc,2026-07-13T08:54:16+08:00,2020,SmarTone,mobile_consumer_5g,5G,个人客户,SmarTone 5G,SmarTone 5G Monthly Plan HK$398 100GB promotional entitlement,398,,100,2,,,24,,,monthly_plan_fee,parsed_public_official_pdf,4,multi_source_or_multi_snapshot_verified,smartone_5g_launch_2020_pdf_chi,https://www.smartoneholdings.com/about/media_centre/press_release/press/2020/05/2020_05_26_431_chi.pdf,,200,41a140c2760b5a12974fc737da41a8e764f35ed3,深 信 ， 憑 藉 SmarTone 至廣的 5G 網絡覆蓋及具競爭力的月費計劃，客戶將能享受到由 SmarTone 帶來的最佳 5G 體驗。」 SmarTone 5G 月費計劃具競爭力且非常靈活，客戶可根據其用量需要選擇升級。每月 港幣 398 元，可享 80GB 本地數據、2GB 大灣區漫遊數據及內地手機號碼，另可按需 要隨時申請額外附屬 SIM 咭。高用量客戶亦可選擇逐月以每月港幣 80 元升級無限 5G 數據，速度為 5Mbps。「數據智滾存」服務讓客戶將每月用剩的數據累積滾存，可滾 存高達 500GB 本地數據及 10GB 大灣區數據。而即日起至 2020 年 8 月 31 日前登記 5G 服務計劃的客戶，更可於合約期內享每月額外 20GB 本地數據優惠。 為慶祝 5G 服務推出，SmarTone 特別推出 Samsung S20 系列 5G 智能手機限時優惠， 新客戶合約期內可享 4 個月月費港幣 298 元^，餘下合約期內月費港幣 398 元，體驗 100GB 5G 本地數據*、2
