subject,source_family,period,metric_key,metric_name,official_value,official_unit,verification_status,verification_count,official_source_label,official_source_url,verification_method,note
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2019/20,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),83.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2020/21,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),190.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2021/22,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),190.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2022/23,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),190.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2023/24,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),190.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2024/25,monthly_subscription_for_business_telephone_service,Monthly subscription for business telephone service (HK$),190.0,HKD,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2015/16,total_telecom_services_revenue,Total telecom services revenue (million in HK$),112360.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2016/17,total_telecom_services_revenue,Total telecom services revenue (million in HK$),104025.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2017/18,total_telecom_services_revenue,Total telecom services revenue (million in HK$),103270.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2018/19,total_telecom_services_revenue,Total telecom services revenue (million in HK$),108490.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2019/20,total_telecom_services_revenue,Total telecom services revenue (million in HK$),113911.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2020/21,total_telecom_services_revenue,Total telecom services revenue (million in HK$),109777.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2021/22,total_telecom_services_revenue,Total telecom services revenue (million in HK$),118103.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2022/23,total_telecom_services_revenue,Total telecom services revenue (million in HK$),122760.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2023/24,total_telecom_services_revenue,Total telecom services revenue (million in HK$),124962.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2024/25,total_telecom_services_revenue,Total telecom services revenue (million in HK$),127841.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2015/16,annual_telecom_investment,Annual telecom investment (million in HK$),8498.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2016/17,annual_telecom_investment,Annual telecom investment (million in HK$),7357.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2017/18,annual_telecom_investment,Annual telecom investment (million in HK$),6102.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2018/19,annual_telecom_investment,Annual telecom investment (million in HK$),8765.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2019/20,annual_telecom_investment,Annual telecom investment (million in HK$),5528.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2020/21,annual_telecom_investment,Annual telecom investment (million in HK$),6822.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2021/22,annual_telecom_investment,Annual telecom investment (million in HK$),6659.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2022/23,annual_telecom_investment,Annual telecom investment (million in HK$),6543.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2023/24,annual_telecom_investment,Annual telecom investment (million in HK$),5807.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2024/25,annual_telecom_investment,Annual telecom investment (million in HK$),5881.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2015/16,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),3.219,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2016/17,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),3.177,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2017/18,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),3.044,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2018/19,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.982,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2019/20,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.96,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2020/21,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.9,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2021/22,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.801,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2022/23,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.769,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2023/24,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.177,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2024/25,terrestrial_multi_channel_tv_subscriptions,Terrestrial multi-channel TV subscriptions (million),2.154,million,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2015/16,home_satellite_antennas,Home satellite antennas,20944.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2016/17,home_satellite_antennas,Home satellite antennas,19552.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2017/18,home_satellite_antennas,Home satellite antennas,13000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2018/19,home_satellite_antennas,Home satellite antennas,10000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2019/20,home_satellite_antennas,Home satellite antennas,10000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2020/21,home_satellite_antennas,Home satellite antennas,8000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2021/22,home_satellite_antennas,Home satellite antennas,8000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2022/23,home_satellite_antennas,Home satellite antennas,7000.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2023/24,home_satellite_antennas,Home satellite antennas,0.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong telecommunications market,OFCA telecommunications indicators,FY2024/25,home_satellite_antennas,Home satellite antennas,0.0,count,official_match,2,OFCA Telecommunications Indicators in Hong Kong,https://www.ofca.gov.hk/filemanager/ofca/en/content_297/hktelecom-indicators_summary.htm,official_table_plus_official_index_crosscheck,Official public OFCA table retained. N/A or unavailable cells are kept as source gaps and are not estimated.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,total_television_programme_service_licences,Total television programme service licences,34.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,domestic_free_television_programme_service_licences,Domestic free television programme service licences,3.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,domestic_pay_television_programme_service_licences,Domestic pay television programme service licences,1.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,non_domestic_television_programme_service_licences,Non-domestic television programme service licences,9.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,other_licensable_television_programme_service_licences,Other licensable television programme service licences,21.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,sound_broadcasting_licences,Sound broadcasting licences,2.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,mobile_network_operators,Mobile network operators,5.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,mobile_virtual_network_operators,Mobile virtual network operators,26.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,local_fixed_network_operators,Local fixed network operators,28.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,external_fixed_telecommunications_services_providers,External fixed telecommunications services providers,190.0,providers,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,facility_based_external_fixed_network_operators,Facility-based external fixed network operators,42.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,services_based_external_telecommunications_services_providers,Services-based external telecommunications services providers,148.0,providers,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-05,internet_service_providers,Internet service providers,365.0,providers,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,total_television_programme_service_licences,Total television programme service licences,34.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,domestic_free_television_programme_service_licences,Domestic free television programme service licences,3.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,domestic_pay_television_programme_service_licences,Domestic pay television programme service licences,1.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,non_domestic_television_programme_service_licences,Non-domestic television programme service licences,9.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,other_licensable_television_programme_service_licences,Other licensable television programme service licences,21.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,sound_broadcasting_licences,Sound broadcasting licences,2.0,licences,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,mobile_network_operators,Mobile network operators,5.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,mobile_virtual_network_operators,Mobile virtual network operators,26.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
Hong Kong key communications statistics,OFCA key communications statistics,2026-04,local_fixed_network_operators,Local fixed network operators,28.0,operators,official_match,3,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.
