subject,category,source_family,indicator_group,period,period_end,grain,metric_key,metric_name,metric_detail,value,unit,official_value,official_unit,verification_status,quality_status,official_source_label,official_source_url,official_evidence,verification_count,verification_method,verification_sources,verification_note,cmhk_relevance
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,facility_based_external_fixed_network_operators,Facility-based external fixed network operators,Facility-based external fixed network operators (FB_EXT_FNO_QTY),41.0,operators,41.0,operators,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Facility-based external fixed network operators for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,services_based_external_telecommunications_services_providers,Services-based external telecommunications services providers,Services-based external telecommunications services providers (SB_EXT_FNO_QTY),146.0,providers,146.0,providers,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Services-based external telecommunications services providers for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,residential_fixed_line_penetration_rate,Residential fixed line penetration rate,Residential fixed line penetration rate (RES_LINE_PEN_RATE),59.9,percent,59.9,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Residential fixed line penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,mobile_subscriber_penetration_rate,Mobile subscriber penetration rate,Mobile subscriber penetration rate (MOBL_PEN_RATE),367.8,percent,367.8,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Mobile subscriber penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,mobile_subscriptions,Mobile subscriptions,Mobile subscriptions (MOBL_USERS_QTY),28405372.0,subscriptions,28405372.0,subscriptions,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Mobile subscriptions for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Telecommunications Services,2025-05,2025-05-31,monthly_point_in_time,mobile_broadband_subscriptions,Mobile broadband subscriptions,Mobile broadband subscriptions (MOBL_BB_USERS_QTY),28397132.0,subscriptions,28397132.0,subscriptions,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Mobile broadband subscriptions for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,internet_service_providers,Internet service providers,Internet service providers (ISP_QTY),340.0,providers,340.0,providers,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Internet service providers for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,registered_subscriptions_with_broadband_access,Registered subscriptions with broadband access,Registered subscriptions with broadband access (BB_USERS_QTY),3002327.0,subscriptions,3002327.0,subscriptions,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Registered subscriptions with broadband access for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,household_broadband_penetration_rate,Household broadband penetration rate,Household broadband penetration rate (HH_PEN_RATE),97.8,percent,97.8,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Household broadband penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,ftth_b_household_penetration_rate,FTTH/B household penetration rate,FTTH/B household penetration rate (FTTHB_PEN_RATE),87.2,percent,87.2,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports FTTH/B household penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,ftth_household_penetration_rate,FTTH household penetration rate,FTTH household penetration rate (FTTH_PEN_RATE),74.3,percent,74.3,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports FTTH household penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,fttb_household_penetration_rate,FTTB household penetration rate,FTTB household penetration rate (FTTB_PEN_RATE),12.9,percent,12.9,percent,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports FTTB household penetration rate for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Internet Services,2025-05,2025-05-31,monthly_point_in_time,public_wifi_access_points,Public Wi-Fi access points,Public Wi-Fi access points (WIFI_AP_QTY),85630.0,access points,85630.0,access points,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Public Wi-Fi access points for 2025-05; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
Hong Kong key communications statistics,macro_policy,OFCA key communications statistics,Television Broadcasting Services,2025-04,2025-04-30,monthly_point_in_time,total_television_programme_service_licences,Total television programme service licences,Total television programme service licences (TV_LIC_QTY),34.0,licences,34.0,licences,official_match,official_datagovhk_csv,OFCA Key Communications Statistics CSV,https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv,OFCA data.gov.hk Key Communications Statistics CSV reports Total television programme service licences for 2025-04; retained as monthly point-in-time market snapshot for CMHK context.,3,official_datagovhk_csv_plus_data_dictionary_plus_ofca_page_crosscheck,"[{""label"": ""OFCA Key Communications Statistics CSV"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/key_com_stat.csv"", ""evidence"": ""Official machine-readable CSV for Key Communications Statistics published through OFCA/data.gov.hk.""}, {""label"": ""OFCA Key Communications Statistics data dictionary"", ""url"": ""https://www.ofca.gov.hk/filemanager/ofca/common/datagovhk/data_dict/Data_Dictionary_for_Key_Comms_Stat_EN.pdf"", ""evidence"": ""Official data dictionary defines DATE and the CSV metric fields used in this build.""}, {""label"": ""DATA.GOV.HK Key Communications Statistics dataset"", ""url"": ""https://data.gov.hk/en-data/dataset/hk-ofca-ofca-ofca-dataset-10"", ""evidence"": ""Official dataset page identifies OFCA as data provider, monthly update frequency and the Key Communications Statistics resource.""}, {""label"": ""OFCA Key Communications Statistics web page"", ""url"": ""https://www.ofca.gov.hk/en/news_info/data_statistics/key_stat/index.html"", ""evidence"": ""Official OFCA web page presents the latest human-readable Key Communications Statistics snapshot and notes.""}]",Official machine-readable CSV retained. Blank cells are not converted to zeros and are not estimated; each row is a point-in-time snapshot for the metric's own DATE.,"Mobile subscriptions, broadband penetration, operator counts, public Wi-Fi access points and fibre coverage are core market-saturation and adoption context for CMHK mobile, fixed broadband, convergence, enterprise connectivity and network strategy."
